common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Samburu,SAMB,Kenya
gerenuk,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Uaso Ngiro,SAMB,Kenya
gerenuk,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Uaso Ngiro,SAMB,Kenya
gerenek,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Merti,SAMB,Kenya
gerenek,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Ewaso Ngiro,SAMB,Kenya
gerenek,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Ewaso Ngiro,SAMB,Kenya
Grant's Gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Ewaso Ngiro,SAMB,Kenya
Grant's Gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Ewaso Ngiro,SAMB,Kenya
Grant's Gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Isiolo - 25 km west,SAMB,Kenya
klipspringer,Oreotragus oreotragus,Artiodactyla,Bovidae,Antilopini,Oreotragus,oreotragus,Antilopini,Ewaso Ngiro,SAMB,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Isiolo - 25 km west,SAMB,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Samburu NR,SAMB,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Samburu NR,SAMB,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Samburu,SAMB,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Isiolo - 25 km west,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Archer's Post,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Archer's Post,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Buffalo Springs,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu NR,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Kalama,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Archer's Post,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Buffalo Springs,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Archer's Post,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu NR,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Buffalo Springs,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Shaba,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Buffalo Springs,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Buffalo Springs,SAMB,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Samburu,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,N Uaso Ngiro,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,N Uaso Ngiro,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,N Uaso Ngiro,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Samburu NR,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Samburu NR,SAMB,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Samburu NR,SAMB,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Samburu NR,SAMB,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Buffalo Spr NR,SAMB,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu NR,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Samburu,SAMB,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ewaso Ngiro,SAMB,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ewaso Ngiro,SAMB,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Ngare Ndare,SAMB,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Samburu,SAMB,Kenya
Chanler's Mtn reedbuck,Redunca fulvorufula,Artiodactyla,Bovidae,Reduncini,Redunca,fulvorufula,Reduncini,Isiolo - 75 km west,SAMB,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Isiolo - 25 km west,SAMB,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Isiolo - 25 km west,SAMB,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Isiolo,SAMB,Kenya
klipspringer,Oreotragus oreotragus,Artiodactyla,Bovidae,Antilopini,Oreotragus,oreotragus,Antilopini,Simien NP,SIME,Ethiopia
Ibex,Capra walie,Artiodactyla,Bovidae,Caprini,Capra,walie,Caprini,Simien NP,SIME,Ethiopia
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Simien NP,SIME,Ethiopia
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Simien NP,SIME,Ethiopia
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Simien NP,SIME,Ethiopia
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Simien NP,SIME,Ethiopia
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus ,buselaphus,Alcelaphini,Tana River,TANA,Kenya
hirola,Beatragus hunteri,Artiodactyla,Bovidae,Alcelaphini,Beatragus,hunteri,Alcelaphini,Tana River,TANA,Kenya
hirola,Beatragus hunteri,Artiodactyla,Bovidae,Alcelaphini,Beatragus,hunteri,Alcelaphini,Tana River,TANA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Lamu/Garrisa Dist,TANA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Tana River,TANA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Lamu/Garrisa Dist,TANA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Lamu/Garrisa Dist,TANA,Kenya
gerenuk,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Masabubu,TANA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ijara,TANA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ijara,TANA,Kenya
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,Garsen,TANA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Garissa - Hola,TANA,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kotile,TANA,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Garissa,TANA,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Kotile,TANA,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Ijara,TANA,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Ahdi Dam,TANA,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Minjila,TANA,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpeketoni,TANA,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Witu,TANA,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Galma Galla,TANA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,"Bura, Tana River",TANA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tana River Primate Reserve,TANA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tana River Primate Reserve,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Garsen,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ijara,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ijara,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ijara,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Ijara,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Masabubu,TANA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua ,kirkii ,Neotragini,Masabubu,TANA,Kenya
oribi,Ourebia ourebi,Artiodactyla,Bovidae,Neotragini,Ourebia,ourebi,Neotragini,Galma Galla,TANA,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Tana River,TANA,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Ijara,TANA,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Masalani,TANA,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Ijara,TANA,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Masalani,TANA,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tana River,TANA,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus ,oryx ,Tragelaphini,Tana River,TANA,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus ,oryx ,Tragelaphini,Tana River,TANA,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Ijara,TANA,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Ijara,TANA,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Ijara,TANA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Koobi Fora,TRKG,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Koobi Fora,TRKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Koobi Fora,TRKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Koobi Fora,TRKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Koobi Fora,TRKG,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Koobi Fora,TRKG,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Koobi Fora,TRKG,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Ileret,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi Fora,TRKG,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Koobi Fora,TRKG,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Koobi Fora,TRKG,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Koobi Fora,TRKG,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Koobi Fora,TRKG,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Koobi Fora,TRKG,Kenya
gerenuk,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Suregei,TRKX,Kenya
gerenek,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Ileret,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Kanapoi,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Turkana region,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Turkana region,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,S. of Lake Turkana,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Ghorugumu,TRKX,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Siboloi NP,TRKX,Kenya
klipspringer,Oreotragus oreotragus,Artiodactyla,Bovidae,Antilopini,Oreotragus,oreotragus,Antilopini,N. Turkana,TRKX,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Alia Bay,TRKX,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tulu Bor,TRKX,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Ileret,TRKX,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tulu Bor,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Turkana region,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Suregei,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Suregei,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Ileret,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Suregei,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Alia Bay,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Karari,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Suregei,TRKX,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Siboloi NP,TRKX,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,South Turkana,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Suregei,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Turkana region,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Lokori,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Lokori,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
